0:[2863.644179098308, 802.244151622057, 239.65800642967224, 181.87415570020676, 185.5354581773281, 207.04725822806358, 982.4267866611481]
1:[2005.409406810999, 623.0580797195435, 228.5586824119091, 179.42371344566345, 185.5354581773281, 207.04725822806358, 982.4267866611481]
2:[2286.102510422468, 648.1236148104072, 236.15115758776665, 181.0536624789238, 185.5354581773281, 207.04725822806358, 982.4267866611481]
3:[2367.0881165862083, 794.8337740376592, 250.21354335546494, 187.36808869242668, 185.5354581773281, 207.04725822806358, 982.4267866611481]
4:[2190.511161983013, 630.4704174846411, 251.31883636116982, 183.6708501279354, 185.5354581773281, 207.04725822806358, 982.4267866611481]
5:[2241.027044184506, 581.8482502698898, 228.7491553723812, 180.4968348145485, 185.5354581773281, 207.04725822806358, 982.4267866611481]
6:[2335.550395131111, 588.0339568853378, 241.6994729936123, 182.38952511548996, 185.5354581773281, 207.04725822806358, 982.4267866611481]
7:[2334.7224106006324, 537.1758005023003, 226.30999848246574, 178.9967716857791, 185.5354581773281, 207.04725822806358, 982.4267866611481]
8:[2156.1779088526964, 591.1691953390837, 224.90282899141312, 179.68385780602694, 185.5354581773281, 207.04725822806358, 982.4267866611481]
9:[2111.5164868831635, 542.3457989096642, 225.0958291888237, 179.4935252070427, 185.5354581773281, 207.04725822806358, 982.4267866611481]
10:[2643.6968917548656, 985.1327738463879, 262.54937121272087, 188.03621563315392, 185.5354581773281, 207.04725822806358, 982.4267866611481]
11:[1749.8407918438315, 583.9196957349777, 222.8250675201416, 179.0274761840701, 185.5354581773281, 207.04725822806358, 982.4267866611481]
12:[2004.4811659753323, 596.6115166544914, 225.91861495375633, 180.24136275053024, 185.5354581773281, 207.04725822806358, 982.4267866611481]
13:[1717.4648742973804, 463.699352145195, 211.09545984864235, 178.7725434228778, 185.5354581773281, 207.04725822806358, 982.4267866611481]
14:[1678.2337768897414, 389.1345726251602, 209.138323828578, 178.72917806357145, 185.5354581773281, 207.04725822806358, 982.4267866611481]
15:[1864.820117995143, 442.4005662202835, 214.7765550017357, 178.88975106924772, 185.5354581773281, 207.04725822806358, 982.4267866611481]
16:[2263.9142974615097, 613.6303743124008, 238.06601925939322, 180.5143426656723, 185.5354581773281, 207.04725822806358, 982.4267866611481]
17:[2522.8849223926663, 803.4187014997005, 251.80081790685654, 182.32384753227234, 185.5354581773281, 207.04725822806358, 982.4267866611481]
18:[2065.254466596991, 547.6861479282379, 232.23359435796738, 181.19143867492676, 185.5354581773281, 207.04725822806358, 982.4267866611481]
19:[2436.480724453926, 693.9578284695745, 247.52938318252563, 187.1378616988659, 185.5354581773281, 207.04725822806358, 982.4267866611481]
20:[2218.942874222994, 781.9777039587498, 259.8601638972759, 183.987225741148, 185.5354581773281, 207.04725822806358, 982.4267866611481]
21:[2198.66895160079, 581.2436511144042, 230.2007540166378, 180.70223140716553, 185.5354581773281, 207.04725822806358, 982.4267866611481]
22:[2584.908976599574, 914.8597596697509, 251.7079956829548, 183.011460095644, 185.5354581773281, 207.04725822806358, 982.4267866611481]
23:[2164.9951549470425, 564.1992291808128, 231.282221108675, 180.53293401002884, 185.5354581773281, 207.04725822806358, 982.4267866611481]
24:[2592.0171170532703, 775.7803022712469, 256.183896407485, 185.18463656306267, 185.5354581773281, 207.04725822806358, 982.4267866611481]
25:[2251.708341293037, 633.2113273665309, 229.07341539859772, 179.6338711977005, 185.5354581773281, 207.04725822806358, 982.4267866611481]
26:[2606.502494007349, 816.4261190667748, 259.1543546319008, 186.3600374162197, 185.5354581773281, 207.04725822806358, 982.4267866611481]
27:[2292.989687561989, 669.6931401193142, 233.93833677470684, 181.82672137022018, 185.5354581773281, 207.04725822806358, 982.4267866611481]
28:[2044.0650679171085, 496.9989330470562, 221.9366883635521, 179.55212035775185, 185.5354581773281, 207.04725822806358, 982.4267866611481]
29:[2495.126380428672, 835.3440010547638, 262.64432993531227, 186.86571738123894, 185.5354581773281, 207.04725822806358, 982.4267866611481]
